id;nom;decision;lccn;vedette_lc;preuve;naissance_lc;mort_lc;lieu_naissance_lc;langues_lc;ecrit_le_26_09;candidats_et_motifs
11202;Tamsin Spargo;accepte;n97044721;Spargo, Tamsin;dates;1960;;;English;lccn;Spargo, Tamsin
11203;M. Splayne;introuvable;;;;;;;;;
11204;Joel Spring;non_corrobore;;;;;;;;;Spring, Joel, 1967-
11205;Andrea Staid;accepte;no2008042581;Staid, Andrea;titre « gli arditi del popolo »;;;;;lccn;Staid, Andrea
11206;Carla Stampa;introuvable;;;;;;;;;
11207;Ernildo Stein;non_corrobore;;;;;;;;;Stein, Ernildo
11208;Jeff Stein;non_corrobore;;;;;;;;;Stein, Jeff, 1963- | Stein, Jeff (Jeff A.) | Stein, Jeff, 1944- | Stein, Jeff (Jeffrey Michael) | Stein, Jeff | Stein, Jeff (Reporter)
11210;John Steinbeck;accepte;n79081460;Steinbeck, John, 1902-1968;dates;1902;1968;Salinas (Calif.);English;lccn+langue;Steinbeck, John, 1902-1968 | Steinbeck, John
11211;Max Stinner;introuvable;;;;;;;;;
11212;Svetozar Stojanovic;accepte;n81068780;Stojanović, Svetozar;dates;1931;2010;;;lccn;Stojanović, Svetozar
11213;Danilo R. Streck;introuvable;;;;;;;;;
11214;Horacio Suárez;introuvable;;;;;;;;;
11215;Piro Subrat;ambigu;;;;;;;;;Subrat, Piro, 1990- | Subrat, Piro, 1990-
11216;O. Racional Superior;introuvable;;;;;;;;;
11217;Victor Suvorov;introuvable;;;;;;;;;
11219;Jacques Talbot;non_corrobore;;;;;;;;;Talbot, Jacques (Jacques Peter)
11220;Adelino Tavares De Pinho;introuvable;;;;;;;;;
11221;José Tavares;non_corrobore;;;;;;;;;Tavares, José, 1949-
11223;Varlan Tchrkesoff;introuvable;;;;;;;;;
11224;Antonio Tellez;non_corrobore;;;;;;;;;Téllez, Antonio, 1921- | Tellez, Antonio, active 1490-1498
11225;Moshik Temkin;accepte;n2008070394;Temkin, Moshik, 1971-;titre « the sacco vanzetti affair »;;;;;lccn;Temkin, Moshik, 1971-
11227;M. Testa;accepte;no2015095952;Testa, M.;titre « militant anti fascism »;;;;English;lccn;Testa, M. (Massimo) | Testa, M.
11228;Michel Thiollent;non_corrobore;;;;;;;;;Thiollent, Michel, 1947-
11229;Bernard Thomas;introuvable;;;;;;;;;
11230;Augusto Thompson;introuvable;;;;;;;;;
11231;Harold H. Thompson;accepte;no2025035606;Thompson, Harold H., 1942-2008;dates;1942;2008;Huntington (W. Va.);;lccn;Thompson, Harold H., 1942-2008
11232;G. Thonar;accepte;n88277112;Thonar, G. (Georges);titre « ce que veulent les anarchistes »;1875;1918;Huy (Belgium);French;lccn+langue;Thonar, G. (Georges)
11233;Marcia Tiburi;accepte;no2003071055;Tiburi, Marcia;dates;1970;;Vacaria (Rio Grande do Sul, Brazil);Portuguese;lccn;Tiburi, Marcia
11234;Edilene Toledo;accepte;nr2005005930;Toledo, Edilene;titre « anarquismo e sindicalismo revolucionario »;;;;Portuguese;lccn+langue;Toledo, Edilene
11235;Regina de Toledo;introuvable;;;;;;;;;
11236;Tina Tomassi;introuvable;;;;;;;;;
11237;Alberto Toninello;non_corrobore;;;;;;;;;Toninello, Alberto, 1945-
11238;Alejandro R. Díez Torre;introuvable;;;;;;;;;
11239;Sergio Grez Toso;introuvable;;;;;;;;;
11241;Stuart Townsend;non_corrobore;;;;;;;;;Townsend, Stuart | Townsend, Stuart, 1972-
11242;Filippo Trasatti;non_corrobore;;;;;;;;;Trasatti, Filippo
11243;Alessandra Garcia Trindade;non_corrobore;;;;;;;;;Trindade, Alessandra Garcia
11244;Francisco Trindade;accepte;nr2001020816;Trindade, Francisco;titre « o essencial proudhon »;;;;;lccn;Trindade, Francisco
11246;Léon Trotsky;accepte;n79054261;Trotsky, Leon, 1879-1940;dates;1879;1940;;English,Russian;lccn;Trotsky, Leon, 1879-1940
11247;Annez Andraus Troyano;non_corrobore;;;;;;;;;Troyano, Annez Andraus
11248;Davide Turcato;non_corrobore;;;;;;;;;Turcato, Davide
11249;Mark Twain;accepte;n79021164;Twain, Mark, 1835-1910;dates;1835;1910;Florida (Mo.);English;lccn+langue;Twain, Mark, 1835-1910 | Twain, Mark, 1835-1910 (Spirit)
11250;Helena Uehara;introuvable;;;;;;;;;
11251;Joan Connelly Ullman;non_corrobore;;;;;;;;;Ullman, Joan Connelly
11255;Rafael Uzcátegui;accepte;no2007047730;Uzcátegui, Rafael, 1973-;titre « venezuela »;;;;;lccn;Uzcátegui, Rafael, 1973-
11256;Salvo Vaccaro;non_corrobore;;;;;;;;;Vaccaro, Salvo
11257;Walter Vadala;introuvable;;;;;;;;;
11258;Nanci Valadares De Carvalho;introuvable;;;;;;;;;
11259;Jorge Valadas;non_corrobore;;;;;;;;;Valadas, Jorge
11260;Silza Maria Pasello Valente;introuvable;;;;;;;;;
11261;Eduardo Valladares;non_corrobore;;;;;;;;;Valladares, Eduardo (Composer) | Valladares, Eduardo
11263;Bartolomeo Vanzetti;accepte;n50044953;Vanzetti, Bartolomeo, 1888-1927;dates;1888;1927;;Italian;lccn+langue;Vanzetti, Bartolomeo, 1888-1927
11264;Hugo Marcelo Sandoval Vargas;introuvable;;;;;;;;;
11265;Maria Thereza Vargas;non_corrobore;;;;;;;;;Vargas, Maria Thereza
11266;Domingo Varone;accepte;n91009718;Varone, Domingo, 1900-;titre « la memoria obrera »;;;;;lccn;Varone, Domingo, 1900-
11267;Pano Vassilev;introuvable;;;;;;;;;
11270;Francisco Daudt Da Veiga;accepte;nr2001025829;Veiga, Francisco Daudt da, 1948-;titre « o aprendiz de liberdade »;1948;;Rio de Janeiro (Brazil);Portuguese;lccn+naissance+pays+langue;Veiga, Francisco Daudt da, 1948-
11271;Valo Velho;introuvable;;;;;;;;;
11272;Randolfo Vella;non_corrobore;;;;;;;;;Vella, Randolfo
11274;Roberto Venosa;introuvable;;;;;;;;;
11275;António Ventura;non_corrobore;;;;;;;;;Ventura, António, 1953-
11279;Rodrigo Vescovi;accepte;no2003038188;Vescovi, Rodrigo, 1970-;dates;1970;;Montevideo (Uruguay);Spanish;lccn+pays+langue;Vescovi, Rodrigo, 1970-
11280;J. M. Gonçalves Viana;accepte;n85290815;Viana, J. M. Gonçalves;titre « a evolucao anarquista em portugal »;;;;;lccn;Viana, J. M. Gonçalves
11281;Nildo Viana;non_corrobore;;;;;;;;;Viana, Nildo
11282;César Vidal;non_corrobore;;;;;;;;;Vidal, César, 1955-
11283;Alexandre Vieira;non_corrobore;;;;;;;;;Vieira, Alexandre, 1884-1973
11284;Antônio Vieira;accepte;n50059158;Vieira, António, 1608-1697;dates;1608;1697;Lisbon (Portugal);Portuguese;lccn+langue;Vieira, Antônio, 1919-2003 [naissance 1919 ≠ 1608, mort 2003 ≠ 1697] | Vieira, António, 1608-1697
11285;Enrique López Viejo;introuvable;;;;;;;;;
11286;Samuel Vila;non_corrobore;;;;;;;;;Vila, Samuel, 1902-1992
11287;Vargas Vila;introuvable;;;;;;;;;
11288;Manuel Vilar;non_corrobore;;;;;;;;;Vilar, Manuel, 1812-1860 | Vilar, Manuel
11289;Anne-Marie Villefranche;accepte;n83120629;Villefranche, Anne-Marie, 1899-1980;titre « plaisir d amour »;;;;;lccn;Villefranche, Anne-Marie, 1899-1980
11291;Alex S. Vitale;non_corrobore;;;;;;;;;Vitale, Alex S.
11292;Artur José Renda Vitorino;accepte;nr2001047593;Vitorino, Artur José Renda;titre « maquinas e operarios »;;;;;lccn;Vitorino, Artur José Renda
11293;A. E. Van Vogt;accepte;n79123985;Van Vogt, A. E. (Alfred Elton), 1912-2000;dates;1912;2000;Gretna (Man.);English;lccn+langue;Van Vogt, A. E. (Alfred Elton), 1912-2000
11294;Eugene Volin;introuvable;;;;;;;;;
11295;Pascual Vuotto;non_corrobore;;;;;;;;;Vuotto, Pascual
11296;Are Waerland;accepte;n91800287;Waerland, Are, 1876-1955;dates;1876;1955;;;lccn;Waerland, Are, 1876-1955
11297;Ebba Waerland;non_corrobore;;;;;;;;;Waerland, Ebba, 1897-1981
11298;Alan Watts;accepte;n80002299;Watts, Alan, 1915-1973;dates;1915;1973;;English;lccn+langue;Watts, Alan, 1915-1973 | Watts, Alan, 1925-2020 [naissance 1925 ≠ 1915, mort 2020 ≠ 1973] | Watts, Alan
11301;Félix Weinberg;accepte;n85136178;Weinberg, Félix;titre « dos utopias argentinas de principios de siglo »;;;;;lccn;Weinberg, Félix
11302;Alice Wexler;accepte;n83173733;Wexler, Alice, 1942-;dates;1942;;;English;lccn;Wexler, Alice, 1942-
11303;Marcel Willard;non_corrobore;;;;;;;;;Willard, Marcel
11304;Liz Willis;non_corrobore;;;;;;;;;Willis, Liz, 1951- | Willis, Liz
11305;Harold B. Wilson;non_corrobore;;;;;;;;;Wilson, Harold B. (Harold Batting), 1910- | Wilson, Harold B.
11306;Alain Wisner;non_corrobore;;;;;;;;;Wisner, Alain
11307;Naomi Wolf;accepte;n90695495;Wolf, Naomi;dates;1962;;;English;lccn+langue;Wolf, Naomi
11308;Hector Woollands;introuvable;;;;;;;;;
11309;Joan Zambrana;accepte;n2003096266;Zambrana, Joan, 1960-;titre « la alternativa libertaria »;;;;;lccn;Zambrana, Joan, 1960-
11311;Lázaro Luíz Zamenhof;introuvable;;;;;;;;;
11312;Patxi Zamoro;introuvable;;;;;;;;;
11313;Roberto Zani;accepte;n2009057175;Zani, Roberto;titre « alla prova del sessantotto »;;;;;lccn;Zani, Roberto, 1974- | Zani, Roberto
11314;Micael Zaramella;non_corrobore;;;;;;;;;Zaramella, Micael
11315;Ilya Zemtsov;non_corrobore;;;;;;;;;Zemtsov, Ilya
11316;Federico Zenoni;introuvable;;;;;;;;;
11318;Raúl Zibechi;contradiction;;;;;;;;;Zibechi, Raúl, 1952- [naissance 1952 ≠ 1954]
11319;Hector Zoccoli;introuvable;;;;;;;;;
11321;Alenka Zupancic;accepte;n00087601;Zupančič, Alenka;dates;1966;;;;lccn;Zupančič, Alenka
11324;Lina Wertmüller;accepte;n82047285;Wertmüller, Lina;dates;1928;2021;;;lccn;Wertmüller, Lina
11325;Franco Schirone;accepte;n2004070521;Schirone, Franco;titre « il canto anarchico in italia »;;;;;lccn;Schirone, Franco
11333;Edson Gonçalves Filho;introuvable;;;;;;;;;
11334;Ricardo Marcelo Fonseca;accepte;n99901232;Fonseca, Ricardo Marcelo;titre « a greve geral de 17 em curitiba »;;;;Portuguese;lccn+langue;Fonseca, Ricardo Marcelo
11335;Daniel Rodrigues Aurélio;non_corrobore;;;;;;;;;Aurélio, Daniel Rodrigues
11336;Wellington Gallarza;introuvable;;;;;;;;;
11338;Carme Regina Schons;non_corrobore;;;;;;;;;Schons, Carme Regina
11341;Lewis Herber;non_corrobore;;;;;;;;;Herber, Lewis, 1921-2006
11342;Silvia Araújo;non_corrobore;;;;;;;;;Araújo, Sílvia (Linguist) | Araújo, Silvia
11343;Martín Alberto Acri;accepte;no2013057410;Acri, Martín Alberto;titre « la educacion libertaria en la argentina y en mexico 1861 1945 »;;;;Spanish;lccn+langue;Acri, Martín Alberto
11344;Petter Baiestorf;introuvable;;;;;;;;;
11350;Filósofo da Selva;introuvable;;;;;;;;;
11351;Beni;nom_trop_court;;;;;;;;;
11352;Juan Manuel Heredia;accepte;no2014041850;Heredia, Juan Manuel;dates;1966;;Mexico City (Mexico);English,Spanish;lccn+pays;Heredia, Juan Manuel | Heredia, Juan Manuel (Philosopher)
11353;Vivien García;accepte;n2008006263;García, Vivien;titre « l anarchisme aujourd hui »;;;;;lccn;García, Vivien
11355;George Berger;accepte;no2008085751;Berger, George;titre « the story of crass »;;;;;lccn;Berger, George
11357;Pedro Celso Uchôa Cavalcanti;non_corrobore;;;;;;;;;Cavalcanti, Pedro Celso Uchôa
11358;Roberto Fanjul;introuvable;;;;;;;;;
11359;Antonio Serra & Cristina Pereira;introuvable;;;;;;;;;
11360;José Bové;non_corrobore;;;;;;;;;Bové, José, 1953-
11361;Osvaldo Coggiola;non_corrobore;;;;;;;;;Coggiola, Osvaldo
11362;Ricard de Vargas Golarons;introuvable;;;;;;;;;
11363;Diy;nom_trop_court;;;;;;;;;
11368;Daniela Carneiro;non_corrobore;;;;;;;;;Carneiro, Daniela
11372;Valter Bracht;non_corrobore;;;;;;;;;Bracht, Valter
11374;Juan Carlos Beas;non_corrobore;;;;;;;;;Beas, Juan Carlos
11375;Giselle Beiguelman-Messina;introuvable;;;;;;;;;
11376;Janet Biehl/Murray Bookchin;introuvable;;;;;;;;;
11379;Antonio Rabinad;non_corrobore;;;;;;;;;Rabinad, Antonio
11380;Guillaume Davranche;non_corrobore;;;;;;;;;Davranche, Guillaume
11381;Jean Bécarud;non_corrobore;;;;;;;;;Bécarud, Jean
11382;Alcina de Lara Cardoso;non_corrobore;;;;;;;;;Cardoso, Alcina de Lara
11384;Winter Bastos;introuvable;;;;;;;;;
11385;Jean Andreu;non_corrobore;;;;;;;;;Andreu, Jean
11386;Miguel Orduña Carson;introuvable;;;;;;;;;
11388;Chuang;nom_trop_court;;;;;;;;;
11389;Sonia Alem Marrach (Org.) Doris Accioly e Silva;introuvable;;;;;;;;;
11390;Guilherme Falleiros;introuvable;;;;;;;;;
11392;Goya;nom_trop_court;;;;;;;;;
11393;Marie Goldsmith;contradiction;;;;;;;;;Goldsmith, Marie, 1873-1933 [naissance 1873 ≠ 1871]
11394;José Yañez García;introuvable;;;;;;;;;
11395;Jordi Albaladejo;introuvable;;;;;;;;;
11396;Antoine Gimenez;non_corrobore;;;;;;;;;Gimenez, Antoine
11401;Henrique Magalhães;non_corrobore;;;;;;;;;Magalhães, Henrique, 1957-
11402;Leda Gitahy;accepte;n96019579;Gitahy, Leda;titre « reestructuracion productiva trabajo y educacion en america latina »;;;;;lccn;Gitahy, Leda
11404;Vito Giannotti;non_corrobore;;;;;;;;;Giannotti, Vito
11405;Yves Delage Goldsmith;introuvable;;;;;;;;;
11407;Luis Felipe Falcão;introuvable;;;;;;;;;
11408;Aleksandr N. Afanásiev;introuvable;;;;;;;;;
11410;Miguel Gonzalez Arroyo;non_corrobore;;;;;;;;;Arroyo, Miguel González
11413;Paola Domingo;non_corrobore;;;;;;;;;Domingo, Paola, 1968-
11414;Avles;nom_trop_court;;;;;;;;;
11415;Katrina Vanden Heuvel;introuvable;;;;;;;;;
11418;Francisca Nogueira de Azevedo;introuvable;;;;;;;;;
11419;Clément Duval;non_corrobore;;;;;;;;;Duval, Clément, 1850-1935 | Duval, Clément
11420;Giorgio Sacchetti, Augusto Gayubas, Manuel Vicent Balaguer, Ignacio Donézar, José Luis Gutiérrez Molina;introuvable;;;;;;;;;
11421;Fernando Antônio Peres;non_corrobore;;;;;;;;;Peres, Fernando Antonio, 1964-
11423;Miguel Angel Diéguez;non_corrobore;;;;;;;;;Diéguez, Miguel Ángel, 1941-2003
11424;Durval Muniz de Albuquerque Júnior, Alfredo Veiga-Neto, Alípio de Souza Filho (orgs.);introuvable;;;;;;;;;
11426;Luiz Antonio De Assis Brasil;accepte;n88072069;Brasil, Luiz Antonio de Assis, 1945-;dates;1945;;Porto Alegre (Rio Grande do Sul, Brazil);Portuguese;lccn;Brasil, Luiz Antonio de Assis, 1945-
11427;John Rajchman;accepte;n84157243;Rajchman, John;titre « foucault »;1946;;;English;lccn+langue;Rajchman, John
11428;Ana Paula Portella;non_corrobore;;;;;;;;;Portella, Ana Paula
11429;Maripoza;nom_trop_court;;;;;;;;;
11430;Michel Misse;non_corrobore;;;;;;;;;Misse, Michel
11432;Angela Maria Souza Martins;accepte;n2019052658;Martins, Angela Maria Souza;titre « trajetorias historicas da educacao »;;;;;lccn;Martins, Angela Maria Souza
11433;Gilmar Rocha;non_corrobore;;;;;;;;;Rocha, Gilmar
11434;Ricardo Líper;introuvable;;;;;;;;;
11436;Javier Ortega Pérez;introuvable;;;;;;;;;
11437;Ratgeb;nom_trop_court;;;;;;;;;
11438;Albert Meltzer;non_corrobore;;;;;;;;;Meltzer, Albert, 1920-
11439;Mauricio Morales;non_corrobore;;;;;;;;;Morales, Mauricio, 1982-2009
11440;Michel Antony;non_corrobore;;;;;;;;;Antony, Michel, 1950-
11441;Ignacio de Llorens;introuvable;;;;;;;;;
11442;Jaddson Luiz;accepte;n2025506424;Luiz, Jaddson;titre « amazonia em kaos »;;;;Portuguese;lccn;Luiz, Jaddson
11443;J.R Schmid;non_corrobore;;;;;;;;;Schmid, J. R. (Jakob Robert), 1909-
11444;David R. Roediger;accepte;n85815354;Roediger, David R.;titre « haymarket scrapbook »;1952;;;English;lccn;Roediger, David R.
11446;Deise Mancebo;non_corrobore;;;;;;;;;Mancebo, Deise
11448;Aline (et al.) LUDMILA;introuvable;;;;;;;;;
11449;Pier Francesco Zarcone;introuvable;;;;;;;;;
11450;Andreza Poitena;introuvable;;;;;;;;;
11452;Marcos Cesar (Grito);introuvable;;;;;;;;;
11454;Angela Maria Roberti Martins;introuvable;;;;;;;;;
11455;John Lyons;non_corrobore;;;;;;;;;Lyons, John, 1950- | Lyons, John, 1932-2020 | Lyons, John (John S.)
11457;Noir et Rouge;introuvable;;;;;;;;;
11458;Dalila Andrade Oliveira;non_corrobore;;;;;;;;;Oliveira, Dalila Andrade
11459;José Gay da Cunha;accepte;n87927674;Cunha, José Gay da, 1911-;titre « um brasileiro na guerra civil espanhola »;;;;;lccn;Cunha, José Gay da, 1911-
11460;Nicodemus Piek;accepte;n86124733;Piek, Nicodemus;titre « as prisoes os jovens e o povo »;;;;;lccn;Piek, Nicodemus
11461;Maria Alice Nogueira;non_corrobore;;;;;;;;;Nogueira, Maria Alice
11462;Nauá;nom_trop_court;;;;;;;;;
11463;Miguel Velasco;introuvable;;;;;;;;;
11464;Margaret S. Mahler;non_corrobore;;;;;;;;;Mahler, Margaret S.
11465;Kauan Willian dos Santos;non_corrobore;;;;;;;;;Santos, Kauan Willian dos
11467;John Holloway;non_corrobore;;;;;;;;;Holloway, John, 1947- | Holloway, John, active 1789-1831 | Holloway, John, approximately 1666-1734 | Holloway, John, 1806?- | Holloway, John, 1948-
11468;Josè J. Queiróz;introuvable;;;;;;;;;
11469;Meltzer;nom_trop_court;;;;;;;;;
11470;Jean-Marc Raynaud;non_corrobore;;;;;;;;;Raynaud, Jean Marc
11471;Platão;nom_trop_court;;;;;;;;;
11472;Jaguar;nom_trop_court;;;;;;;;;
11473;Pierre Karila-Cohen;accepte;n99835356;Karila-Cohen, Pierre;titre « lecon d histoire sur le syndicalisme en france »;;;;;lccn;Karila-Cohen, Pierre
11474;Imprensa Marginal;introuvable;;;;;;;;;
11475;MORAES, Carla Kelen de Andrade. Acioli, Edane de Jesus França et al.;introuvable;;;;;;;;;
11476;Luís Alfredo Galvão;non_corrobore;;;;;;;;;Galvão, Luís Alfredo
11477;Nélio Parra;non_corrobore;;;;;;;;;Parra, Nélio, 1932-
11479;Daigo Oliva;introuvable;;;;;;;;;
11481;Edgar Jorge Kolling;introuvable;;;;;;;;;
11482;Thomaz Jefferson;introuvable;;;;;;;;;
11483;Plekanov;nom_trop_court;;;;;;;;;
11484;Dee Dee Ramone;non_corrobore;;;;;;;;;Ramone, Dee Dee
11485;Ricardo Maranhão;non_corrobore;;;;;;;;;Maranhão, Ricardo | Maranhão, Ricardo (Moura de Albuquerque Maranhão)
11486;Rius;nom_trop_court;;;;;;;;;
11489;Rosamund Bartlett;non_corrobore;;;;;;;;;Bartlett, Rosamund
11491;Gabriele Ínvernizzi;introuvable;;;;;;;;;
11492;Sebastian Kalicha;non_corrobore;;;;;;;;;Kalicha, Sebastian
11494;Paulo Capra;introuvable;;;;;;;;;
11495;Rogério Nascimento;introuvable;;;;;;;;;
11496;Jose Luis Catalinas;non_corrobore;;;;;;;;;Catalinas, José Luis
11497;Elisa Reis;introuvable;;;;;;;;;
11498;Newton Stadler de Souza;introuvable;;;;;;;;;
11499;Richard Robinson;non_corrobore;;;;;;;;;Robinson, Richard (Citizen of London) | Robinson, Richard, active 1573-1589
11500;Mary Alice MC CABE;introuvable;;;;;;;;;
11501;Philippe Van Parijs;non_corrobore;;;;;;;;;Parijs, Philippe van, 1951-
11502;Vladimir Illitch Lênin;introuvable;;;;;;;;;
11503;Federico Mayor;accepte;n80073626;Mayor, Federico;dates;1934;2024;Barcelona (Spain);English,French,Spanish;lccn;Mayor, Federico
11505;Leila Maria da Silva Blass;accepte;nr88011708;Blass, Leila Maria da Silva;titre « imprimindo a propria historia »;;;;;lccn;Blass, Leila Maria da Silva
11506;Priscila da Silva Nascimento;introuvable;;;;;;;;;
11508;René Gertz;introuvable;;;;;;;;;
11509;Maxiliano Astroza-Leon;introuvable;;;;;;;;;
11512;Paulo Sergio Tumolo;non_corrobore;;;;;;;;;Tumolo, Paulo Sergio
11515;Mark Bray;non_corrobore;;;;;;;;;Bray, Mark (Historian) | Bray, Mark, 1952- | Bray, Mark
11516;Emma M.;introuvable;;;;;;;;;
11518;Salvador Neves;accepte;n89183462;Neves, Salvador;titre « polvora y tinta »;;;;Spanish;lccn+langue;Neves, Salvador
11519;Sam Mbah;non_corrobore;;;;;;;;;Mbah, Sam
11520;Pako;nom_trop_court;;;;;;;;;
11521;Rockwell;nom_trop_court;;;;;;;;;
11522;Bernardo Kocher;accepte;n88072179;Kocher, Bernardo;titre « ouve meu grito »;;;;;lccn;Kocher, Bernardo
11523;Miguel Bodea;non_corrobore;;;;;;;;;Bodea, Miguel
11524;Nicolina Luiza De Petta;non_corrobore;;;;;;;;;Petta, Nicolina Luiza de, 1949-
11525;Lúcia Silva Parra;non_corrobore;;;;;;;;;Parra, Lucia Silva
11526;Tomaso Marabini;non_corrobore;;;;;;;;;Marabini, Tomaso
11527;Reginaldo Moraes;introuvable;;;;;;;;;
11528;José Alfredo Vidigal Pontes;introuvable;;;;;;;;;
11529;Ramatís;nom_trop_court;;;;;;;;;
11531;Khapaz;nom_trop_court;;;;;;;;;
11532;James Cleugh;accepte;n50028637;Cleugh, James;dates;1891;1969;Hampstead (London, England);English;lccn;Cleugh, James
11533;Fernand Planche;non_corrobore;;;;;;;;;Planche, Fernand
11535;Starhawk;nom_trop_court;;;;;;;;;
11538;Voltaire;nom_trop_court;;;;;;;;;
11539;Floreal Samitier Arroyos;introuvable;;;;;;;;;
11540;Beatriz (et al.) SILVÉRIO;introuvable;;;;;;;;;
11541;Yolanda Lhullier dos Santos;introuvable;;;;;;;;;
11543;Stepniak;nom_trop_court;;;;;;;;;
11545;Felipe del Solar;accepte;n2009012088;Solar, Felipe del;titre « anarquistas »;;;;;lccn;Solar, Felipe del
11546;Robert A. Scalapino;accepte;n80010111;Scalapino, Robert A.;dates;1919;2011;;;lccn;Scalapino, Robert A.
11547;Maria Sardelich;introuvable;;;;;;;;;
11548;Subcomandante Marcos;introuvable;;;;;;;;;
11550;Chico Whitaker;non_corrobore;;;;;;;;;Whitaker, Chico
11551;Carlos Zubillaga;accepte;n80113360;Zubillaga, Carlos;dates;1941;;Montevideo (Uruguay);Spanish;lccn;Zubillaga, Carlos
11552;Zizen;nom_trop_court;;;;;;;;;
11556;Daniel Santini;non_corrobore;;;;;;;;;Santini, Daniel
11559;Biblioteca Terra Livre;introuvable;;;;;;;;;
11563;Christian Bay;non_corrobore;;;;;;;;;Bay, Christian, 1921- | Bay, Christian
11564;Charles C. Walker;introuvable;;;;;;;;;
